"sn","bi2","n_tested","n_positive","positivity","lon","lat"
10001,"1. Agugu",3,0,0,3.92094206809998,7.38527297973633
10002,"1. Agugu",5,1,0.2,3.92301893234253,7.38661241531372
10003,"1. Agugu",1,0,0,3.92334580421448,7.38680458068848
10004,"1. Agugu",4,0,0,3.9210479259491,7.38537788391113
10005,"1. Agugu",4,0,0,3.92043924331665,7.38626194000244
10006,"1. Agugu",5,1,0.2,3.92123293876648,7.38542413711548
10007,"1. Agugu",4,0,0,3.92128992080688,7.38540410995483
10008,"1. Agugu",4,0,0,3.9212338924408,7.38542604446411
10009,"1. Agugu",3,3,1,3.9215099811554,7.38541507720947
10010,"1. Agugu",0,0,NA,3.92160296440125,7.38531112670898
10011,"1. Agugu",4,2,0.5,3.92149901390076,7.38531303405762
10012,"1. Agugu",5,0,0,3.92418479919434,7.38729667663574
10013,"1. Agugu",5,0,0,3.92163181304932,7.3853440284729
10014,"1. Agugu",1,0,0,3.91948390007019,7.3853440284729
10015,"1. Agugu",1,0,0,3.91933751106262,7.38445329666138
10016,"1. Agugu",3,0,0,3.92075777053833,7.38527345657349
10017,"1. Agugu",3,0,0,3.92151999473572,7.38535690307617
10018,"1. Agugu",1,0,0,3.92118096351624,7.38553476333618
10019,"1. Agugu",5,0,0,3.92163801193237,7.38519477844238
10020,"1. Agugu",4,1,0.25,3.92068552970886,7.38524389266968
10021,"1. Agugu",3,1,0.333333333333333,3.92279505729675,7.38648128509521
10022,"1. Agugu",4,0,0,3.92158460617065,7.38577127456665
10023,"1. Agugu",3,0,0,3.92275166511536,7.38645601272583
10024,"1. Agugu",5,1,0.2,3.92189741134644,7.38545560836792
10025,"1. Agugu",4,3,0.75,3.92392683029175,7.38714551925659
10027,"1. Agugu",5,0,0,3.92175197601318,7.38546085357666
10028,"1. Agugu",2,0,0,3.92175197601318,7.38544797897339
10029,"1. Agugu",2,0,0,3.92244911193848,7.38627862930298
10030,"1. Agugu",0,0,NA,3.92135167121887,7.38505792617798
10031,"1. Agugu",1,0,0,3.92158007621765,7.38494396209717
10032,"1. Agugu",2,0,0,3.92180585861206,7.38486242294312
10033,"1. Agugu",4,1,0.25,3.92131304740906,7.38481092453003
10034,"1. Agugu",1,0,0,3.92136311531067,7.38485383987427
10035,"1. Agugu",2,0,0,3.92180109024048,7.3849081993103
10036,"1. Agugu",1,0,0,3.92173504829407,7.38501310348511
10037,"1. Agugu",1,0,0,3.91955757141113,7.38458251953125
10038,"1. Agugu",2,1,0.5,3.92208218574524,7.38471031188965
10039,"1. Agugu",1,0,0,3.92150235176086,7.38572311401367
10040,"1. Agugu",1,0,0,3.92176198959351,7.38483190536499
10041,"1. Agugu",3,2,0.666666666666667,3.92121458053589,7.38555431365967
10042,"1. Agugu",3,0,0,3.91924381256104,7.38439846038818
10043,"1. Agugu",3,1,0.333333333333333,3.9212007522583,7.38554620742798
10044,"1. Agugu",2,0,0,3.92180109024048,7.38533401489258
10045,"1. Agugu",3,0,0,3.92376589775085,7.38705110549927
10046,"1. Agugu",4,1,0.25,3.92118906974792,7.38499689102173
10047,"1. Agugu",4,0,0,3.92122507095337,7.3847918510437
10048,"1. Agugu",1,0,0,3.92167401313782,7.38555812835693
10049,"1. Agugu",2,0,0,3.92130303382874,7.38501119613647
10050,"1. Agugu",5,3,0.6,3.92162799835205,7.38489818572998
10051,"1. Agugu",3,0,0,3.91919851303101,7.37728357315063
10052,"1. Agugu",3,0,0,3.92362427711487,7.38296508789062
10053,"1. Agugu",1,0,0,3.91929340362549,7.37736701965332
10055,"1. Agugu",2,1,0.5,3.92375707626343,7.3827428817749
10057,"1. Agugu",4,0,0,3.92330574989319,7.38296794891357
10058,"1. Agugu",3,0,0,3.92354989051819,7.38253355026245
10059,"1. Agugu",2,0,0,3.92159843444824,7.37939500808716
10060,"1. Agugu",2,0,0,3.92009043693542,7.37806797027588
10061,"1. Agugu",1,0,0,3.92680931091309,7.37821817398071
10062,"1. Agugu",4,0,0,3.92349171638489,7.38213157653809
10063,"1. Agugu",2,0,0,3.92001914978027,7.37800550460815
10064,"1. Agugu",3,0,0,3.92383408546448,7.38136196136475
10065,"1. Agugu",2,0,0,3.92353677749634,7.38166761398315
10066,"1. Agugu",4,0,0,3.9249792098999,7.38236951828003
10067,"1. Agugu",1,0,0,3.92344164848328,7.3814902305603
10068,"1. Agugu",1,0,0,3.92345404624939,7.38118886947632
10069,"1. Agugu",1,0,0,3.92341995239258,7.38121700286865
10070,"1. Agugu",3,1,0.333333333333333,3.92344403266907,7.38121318817139
10072,"1. Agugu",5,0,0,3.92455220222473,7.37697410583496
10073,"1. Agugu",2,0,0,3.92744636535645,7.3812460899353
10074,"1. Agugu",1,0,0,3.92334818840027,7.38396835327148
10075,"1. Agugu",3,0,0,3.92298722267151,7.38398170471191
10076,"1. Agugu",3,0,0,3.92716646194458,7.38429403305054
10077,"1. Agugu",4,0,0,3.92426133155823,7.37958860397339
10078,"1. Agugu",2,0,0,3.92139482498169,7.38229656219482
10079,"1. Agugu",1,0,0,3.92744636535645,7.38229656219482
10080,"1. Agugu",3,0,0,3.92298722267151,7.38229656219482
10082,"1. Agugu",5,0,0,3.9229199886322,7.38454008102417
10083,"1. Agugu",1,0,0,3.9234983921051,7.38331651687622
10084,"1. Agugu",3,0,0,3.92316913604736,7.38077688217163
10085,"1. Agugu",3,0,0,3.92718839645386,7.38431310653687
10086,"1. Agugu",1,0,0,3.92297601699829,7.38451671600342
10087,"1. Agugu",2,0,0,3.92124819755554,7.37908697128296
10089,"1. Agugu",3,0,0,3.92249655723572,7.3801851272583
10090,"1. Agugu",1,0,0,3.92196154594421,7.37971448898315
10091,"1. Agugu",3,3,1,3.9209041595459,7.3787841796875
10092,"1. Agugu",3,1,0.333333333333333,3.92641735076904,7.3836350440979
10093,"1. Agugu",3,0,0,3.92330574989319,7.37892293930054
10094,"1. Agugu",2,0,0,3.92173600196838,7.37892293930054
10095,"1. Agugu",3,0,0,3.92309188842773,7.37961101531982
10096,"1. Agugu",1,0,0,3.92932796478271,7.37935638427734
10097,"1. Agugu",3,1,0.333333333333333,3.92932200431824,7.37939882278442
10098,"1. Agugu",1,0,0,3.92936491966248,7.3794322013855
10100,"1. Agugu",3,2,0.666666666666667,3.92953991889954,7.37912702560425
10102,"1. Agugu",2,0,0,3.9295802116394,7.37901735305786
10103,"1. Agugu",2,0,0,3.92426133155823,7.37857818603516
10104,"1. Agugu",5,1,0.2,3.92977023124695,7.37845659255981
10105,"1. Agugu",4,4,1,3.92919993400574,7.37879991531372
10106,"1. Agugu",3,2,0.666666666666667,3.92770385742188,7.38005018234253
10107,"1. Agugu",1,0,0,3.92543029785156,7.37817430496216
10108,"1. Agugu",4,0,0,3.92936658859253,7.37891864776611
10109,"1. Agugu",3,0,0,3.92950177192688,7.37899494171143
10110,"1. Agugu",3,1,0.333333333333333,3.92266869544983,7.37656927108765
10111,"1. Agugu",2,0,0,3.9293520450592,7.3789439201355
10112,"1. Agugu",4,0,0,3.92426133155823,7.38026285171509
10114,"1. Agugu",5,2,0.4,3.9278461933136,7.38016796112061
10115,"1. Agugu",3,1,0.333333333333333,3.92393350601196,7.38082838058472
10116,"1. Agugu",5,0,0,3.93158745765686,7.3771653175354
10117,"1. Agugu",1,0,0,3.92330718040466,7.38325548171997
10118,"1. Agugu",1,0,0,3.92330574989319,7.37858581542969
10119,"1. Agugu",1,0,0,3.92958760261536,7.37848663330078
10120,"1. Agugu",3,0,0,3.92362427711487,7.38229084014893
10122,"1. Agugu",4,1,0.25,3.92945599555969,7.37847185134888
10123,"1. Agugu",1,0,0,3.9294068813324,7.37848711013794
10124,"1. Agugu",5,2,0.4,3.92946290969849,7.37855195999146
10125,"1. Agugu",1,0,0,3.92330574989319,7.38162231445312
10127,"1. Agugu",5,0,0,3.92266869544983,7.37589502334595
10128,"1. Agugu",5,0,0,3.92966294288635,7.37828683853149
10129,"1. Agugu",2,0,0,3.92426133155823,7.38195085525513
10130,"1. Agugu",4,2,0.5,3.93014574050903,7.3787317276001
10131,"1. Agugu",3,0,0,3.92426133155823,7.38119316101074
10132,"1. Agugu",2,1,0.5,3.92940044403076,7.37940216064453
10133,"1. Agugu",2,0,0,3.93009996414185,7.37896394729614
10134,"1. Agugu",3,0,0,3.93222451210022,7.37951898574829
10135,"1. Agugu",3,1,0.333333333333333,3.93031597137451,7.37906312942505
10136,"1. Agugu",2,0,0,3.93025898933411,7.37906360626221
10139,"1. Agugu",2,1,0.5,3.92978000640869,7.38438177108765
10145,"1. Agugu",3,0,0,3.92995309829712,7.3884129524231
10146,"1. Agugu",4,0,0,3.92997598648071,7.38840246200562
10147,"1. Agugu",3,0,0,3.92995309829712,7.3884129524231
10149,"1. Agugu",4,1,0.25,3.92794370651245,7.37995004653931
10150,"1. Agugu",3,0,0,3.92903065681458,7.3825740814209
10152,"1. Agugu",5,0,0,3.92999243736267,7.38905096054077
10153,"1. Agugu",3,0,0,3.92993903160095,7.38874864578247
10154,"1. Agugu",4,0,0,3.93016529083252,7.38901138305664
10156,"1. Agugu",4,0,0,3.9281952381134,7.38055753707886
10157,"1. Agugu",5,0,0,3.92953658103943,7.38870477676392
10158,"1. Agugu",2,0,0,3.92978310585022,7.38786458969116
10159,"1. Agugu",3,1,0.333333333333333,3.92776489257812,7.38790464401245
10160,"1. Agugu",1,0,0,3.92973303794861,7.38786792755127
10161,"1. Agugu",3,0,0,3.9299008846283,7.38853216171265
10162,"1. Agugu",3,0,0,3.92812991142273,7.39028120040894
10164,"1. Agugu",5,0,0,3.92915010452271,7.38824844360352
10165,"1. Agugu",1,0,0,3.92913341522217,7.38816165924072
10166,"1. Agugu",5,0,0,3.92909669876099,7.3880934715271
10167,"1. Agugu",5,0,0,3.92935848236084,7.38893604278564
10168,"1. Agugu",4,0,0,3.92940759658813,7.38887596130371
10169,"1. Agugu",3,1,0.333333333333333,3.92939758300781,7.38887739181519
10170,"1. Agugu",5,2,0.4,3.92951583862305,7.38905811309814
10171,"1. Agugu",1,0,0,3.92986559867859,7.38458871841431
10172,"1. Agugu",1,0,0,3.92991852760315,7.38863229751587
10175,"1. Agugu",5,0,0,3.92784190177917,7.37970495223999
10176,"1. Agugu",4,0,0,3.93103790283203,7.38741779327393
10177,"1. Agugu",3,0,0,3.92903208732605,7.38823843002319
10178,"1. Agugu",5,0,0,3.92977809906006,7.38437747955322
10180,"1. Agugu",2,0,0,3.93095993995667,7.38722944259644
10181,"1. Agugu",1,0,0,3.92903900146484,7.38965940475464
10182,"1. Agugu",3,0,0,3.92904734611511,7.38849544525146
10184,"1. Agugu",3,0,0,3.92897057533264,7.38824081420898
10185,"1. Agugu",4,0,0,3.92896461486816,7.38820934295654
10186,"1. Agugu",2,0,0,3.92866039276123,7.38168001174927
10187,"1. Agugu",4,0,0,3.92939114570618,7.38819456100464
10188,"1. Agugu",3,0,0,3.92907381057739,7.38828325271606
10189,"1. Agugu",1,0,0,3.92893576622009,7.38822984695435
10197,"1. Agugu",2,1,0.5,3.92712783813477,7.38221836090088
10198,"1. Agugu",3,2,0.666666666666667,3.92426133155823,7.37958860397339
10199,"1. Agugu",3,0,0,3.92967629432678,7.3765082359314
10200,"1. Agugu",5,2,0.4,3.92267298698425,7.37864303588867
10201,"1. Agugu",1,0,0,3.92271208763123,7.37868690490723
10202,"1. Agugu",1,0,0,3.92614006996155,7.3854398727417
10203,"1. Agugu",2,0,0,3.92307329177856,7.37875175476074
10204,"1. Agugu",3,0,0,3.92394280433655,7.37689542770386
10205,"1. Agugu",1,0,0,3.92291498184204,7.37871646881104
10206,"1. Agugu",4,0,0,3.92492842674255,7.37997102737427
10207,"1. Agugu",2,0,0,3.92301106452942,7.37879848480225
10208,"1. Agugu",4,2,0.5,3.92426133155823,7.37992572784424
10209,"1. Agugu",5,0,0,3.92294311523438,7.37888479232788
10210,"1. Agugu",1,0,0,3.92298603057861,7.37895917892456
10211,"1. Agugu",2,0,0,3.92297410964966,7.37896013259888
10212,"1. Agugu",2,0,0,3.92298722267151,7.37757778167725
10213,"1. Agugu",3,0,0,3.92270994186401,7.37741565704346
10214,"1. Agugu",1,0,0,3.92273211479187,7.37894010543823
10215,"1. Agugu",1,0,0,3.92791509628296,7.3834114074707
10216,"1. Agugu",3,0,0,3.92226004600525,7.37880182266235
10217,"1. Agugu",3,1,0.333333333333333,3.92362427711487,7.37993144989014
10219,"1. Agugu",4,0,0,3.92271494865417,7.37834978103638
10223,"1. Agugu",1,0,0,3.92285895347595,7.37824821472168
10224,"1. Agugu",1,0,0,3.92298722267151,7.37895488739014
10225,"1. Agugu",2,0,0,3.92298722267151,7.37690353393555
10226,"1. Agugu",1,0,0,3.92744636535645,7.38229656219482
10227,"1. Agugu",1,0,0,3.92426133155823,7.37992572784424
10228,"1. Agugu",4,0,0,3.92192220687866,7.37663650512695
10232,"1. Agugu",1,0,0,3.92330574989319,7.37892293930054
10233,"1. Agugu",5,0,0,3.92298722267151,7.37757778167725
10234,"1. Agugu",5,0,0,3.92736840248108,7.38278150558472
10235,"1. Agugu",1,0,0,3.92219090461731,7.37785577774048
10236,"1. Agugu",1,0,0,3.9226450920105,7.37856674194336
10238,"1. Agugu",1,0,0,3.9220666885376,7.3781533241272
10239,"1. Agugu",5,0,0,3.92286992073059,7.37901926040649
10241,"1. Agugu",1,0,0,3.92330574989319,7.37892293930054
10244,"1. Agugu",1,0,0,3.92244672775269,7.37850189208984
10245,"1. Agugu",1,0,0,3.92744636535645,7.38229656219482
10246,"1. Agugu",3,1,0.333333333333333,3.92298722267151,7.38229656219482
10247,"1. Agugu",1,0,0,3.92298722267151,7.37922382354736
10248,"1. Agugu",3,1,0.333333333333333,3.91988611221313,7.37695932388306
10249,"1. Agugu",4,0,0,3.92273187637329,7.38012409210205
10250,"1. Agugu",3,0,0,3.92426133155823,7.37958860397339
10252,"1. Agugu",3,2,0.666666666666667,3.92576265335083,7.38313245773315
10254,"1. Agugu",4,0,0,3.92121815681458,7.37862157821655
10256,"1. Agugu",3,1,0.333333333333333,3.92795372009277,7.38530731201172
10257,"1. Agugu",2,0,0,3.91973328590393,7.37776660919189
10258,"1. Agugu",1,0,0,3.92426133155823,7.37992572784424
10259,"1. Agugu",2,0,0,3.91922831535339,7.3779034614563
10260,"1. Agugu",2,0,0,3.92426133155823,7.37992572784424
10261,"1. Agugu",1,0,0,3.92354130744934,7.38092756271362
10262,"1. Agugu",5,0,0,3.91996097564697,7.37749099731445
10263,"1. Agugu",1,0,0,3.92455220222473,7.37697410583496
10265,"1. Agugu",4,0,0,3.91952991485596,7.37821197509766
10266,"1. Agugu",1,0,0,3.91953492164612,7.37826204299927
10267,"1. Agugu",4,0,0,3.92426133155823,7.37958860397339
10268,"1. Agugu",2,0,0,3.91935467720032,7.37825775146484
10269,"1. Agugu",3,1,0.333333333333333,3.92075777053833,7.37824010848999
10270,"1. Agugu",2,0,0,3.92298722267151,7.3782377243042
10271,"1. Agugu",1,0,0,3.92075777053833,7.37928247451782
10272,"1. Agugu",4,2,0.5,3.9193639755249,7.37824678421021
10273,"1. Agugu",4,1,0.25,3.91939997673035,7.37838077545166
10274,"1. Agugu",3,1,0.333333333333333,3.92266869544983,7.37757778167725
10275,"1. Agugu",2,0,0,3.92298722267151,7.37958860397339
10276,"1. Agugu",2,1,0.5,3.92362427711487,7.37588119506836
10277,"1. Agugu",4,0,0,3.91858625411987,7.37814664840698
10278,"1. Agugu",2,1,0.5,3.91864705085754,7.37817907333374
10279,"1. Agugu",5,1,0.2,3.91864705085754,7.37810802459717
10282,"1. Agugu",3,0,0,3.92408394813538,7.38146638870239
10284,"1. Agugu",4,0,0,3.91845750808716,7.37818145751953
10285,"1. Agugu",1,0,0,3.91939759254456,7.3780369758606
10286,"1. Agugu",1,0,0,3.92394280433655,7.37925434112549
10287,"1. Agugu",2,0,0,3.92275333404541,7.38014554977417
10288,"1. Agugu",2,0,0,3.92426133155823,7.37625169754028
10289,"1. Agugu",1,1,1,3.91961789131165,7.37703990936279
10290,"1. Agugu",5,0,0,3.92983961105347,7.38717937469482
10291,"1. Agugu",4,2,0.5,3.91965699195862,7.37714385986328
10293,"1. Agugu",5,0,0,3.93023180961609,7.38756895065308
10295,"1. Agugu",1,0,0,3.93010997772217,7.38769006729126
10296,"1. Agugu",5,2,0.4,3.92953181266785,7.3885931968689
10297,"1. Agugu",1,0,0,3.93004393577576,7.38778591156006
10298,"1. Agugu",4,1,0.25,3.92982292175293,7.38768911361694
10299,"1. Agugu",1,0,0,3.92765021324158,7.38729047775269
10302,"1. Agugu",4,0,0,3.92855310440063,7.38813209533691
10304,"1. Agugu",3,0,0,3.92758393287659,7.38778686523438
10305,"1. Agugu",5,0,0,3.92763757705688,7.38777828216553
10306,"1. Agugu",4,0,0,3.92927527427673,7.38841533660889
10307,"1. Agugu",7,0,0,3.9280834197998,7.38899326324463
10310,"1. Agugu",1,0,0,3.92778396606445,7.38769817352295
10311,"1. Agugu",1,0,0,3.9280834197998,7.38766002655029
10313,"1. Agugu",1,0,0,3.92796206474304,7.38765811920166
10314,"1. Agugu",0,0,NA,3.92822790145874,7.38764715194702
10315,"1. Agugu",2,0,0,3.92820191383362,7.38766002655029
10316,"1. Agugu",1,0,0,3.92875289916992,7.38753700256348
10317,"1. Agugu",1,0,0,3.92873811721802,7.38750982284546
10318,"1. Agugu",1,0,0,3.92873811721802,7.38753700256348
10319,"1. Agugu",5,0,0,3.92990660667419,7.3872447013855
10320,"1. Agugu",5,0,0,3.93001198768616,7.38739728927612
10321,"1. Agugu",5,0,0,3.92994499206543,7.38741111755371
10322,"1. Agugu",3,0,0,3.92997694015503,7.38758993148804
10323,"1. Agugu",1,0,0,3.92889404296875,7.38757276535034
10324,"1. Agugu",2,0,0,3.92893648147583,7.38746547698975
10328,"1. Agugu",1,0,0,3.92905330657959,7.38791847229004
10330,"1. Agugu",1,0,0,3.92902326583862,7.3879451751709
10331,"1. Agugu",1,0,0,3.92895793914795,7.38793277740479
10333,"1. Agugu",3,0,0,3.92694568634033,7.38658809661865
10334,"1. Agugu",5,0,0,3.92979192733765,7.38683891296387
10335,"1. Agugu",1,1,1,3.92648458480835,7.38622570037842
10336,"1. Agugu",1,0,0,3.92966794967651,7.38692188262939
10338,"1. Agugu",1,0,0,3.9280834197998,7.3832631111145
10340,"1. Agugu",4,2,0.5,3.92950296401978,7.38666820526123
10341,"1. Agugu",1,0,0,3.92950296401978,7.38664484024048
10343,"1. Agugu",1,0,0,3.92920660972595,7.38565492630005
10344,"1. Agugu",2,0,0,3.92919039726257,7.3863787651062
10345,"1. Agugu",4,1,0.25,3.92919039726257,7.3863787651062
10347,"1. Agugu",1,0,0,3.92903900146484,7.38642311096191
10349,"1. Agugu",5,1,0.2,3.92868828773499,7.38618612289429
10350,"1. Agugu",4,0,0,3.92284154891968,7.38336324691772
10351,"1. Agugu",4,0,0,3.92852902412415,7.38635015487671
10352,"1. Agugu",3,1,0.333333333333333,3.92837810516357,7.38640403747559
10354,"1. Agugu",2,0,0,3.92843747138977,7.38649368286133
10355,"1. Agugu",3,0,0,3.92843294143677,7.38601779937744
10357,"1. Agugu",2,0,0,3.92843294143677,7.38601779937744
10358,"1. Agugu",1,0,0,3.92903900146484,7.38460302352905
10359,"1. Agugu",2,0,0,3.92903900146484,7.38460302352905
10360,"1. Agugu",5,0,0,3.92903900146484,7.3835916519165
10361,"1. Agugu",2,0,0,3.92903900146484,7.3835916519165
10362,"1. Agugu",1,0,0,3.92840194702148,7.3849458694458
10363,"1. Agugu",1,0,0,3.92815446853638,7.38753747940063
10364,"1. Agugu",5,1,0.2,3.92918491363525,7.38609313964844
10365,"1. Agugu",2,0,0,3.92925500869751,7.38615703582764
10366,"1. Agugu",5,1,0.2,3.92896795272827,7.38580513000488
10367,"1. Agugu",1,0,0,3.92904090881348,7.38580179214478
10368,"1. Agugu",3,0,0,3.92872071266174,7.38662815093994
10370,"1. Agugu",0,0,NA,3.92634391784668,7.38485622406006
10373,"1. Agugu",1,0,0,3.9325430393219,7.38626909255981
10374,"1. Agugu",3,2,0.666666666666667,3.92617225646973,7.38582992553711
10375,"1. Agugu",2,2,1,3.92854309082031,7.38579797744751
10376,"1. Agugu",2,0,0,3.92964196205139,7.38689422607422
10377,"1. Agugu",3,0,0,3.92707681655884,7.38527774810791
10378,"1. Agugu",5,1,0.2,3.92969608306885,7.38688802719116
10380,"1. Agugu",1,0,0,3.92957210540771,7.38677501678467
10382,"1. Agugu",4,0,0,3.92872071266174,7.38666963577271
10383,"1. Agugu",5,2,0.4,3.92617225646973,7.38666677474976
10384,"1. Agugu",1,0,0,3.92935299873352,7.38676500320435
10385,"1. Agugu",1,0,0,3.92999458312988,7.38648748397827
10386,"1. Agugu",1,0,0,3.92918944358826,7.38643789291382
10387,"1. Agugu",1,0,0,3.92920303344727,7.38638496398926
10388,"1. Agugu",1,0,0,3.92906045913696,7.38647937774658
10389,"1. Agugu",1,0,0,3.92896699905396,7.386559009552
10390,"1. Agugu",5,0,0,3.92902612686157,7.38644552230835
10391,"1. Agugu",1,0,0,3.92617225646973,7.38462829589844
10392,"1. Agugu",1,0,0,3.92617225646973,7.38462829589844
10393,"1. Agugu",5,0,0,3.92893099784851,7.38635778427124
10395,"1. Agugu",4,0,0,3.92870807647705,7.38661909103394
10396,"1. Agugu",1,0,0,3.92872500419617,7.38657999038696
10397,"1. Agugu",1,0,0,3.92840194702148,7.3849458694458
10398,"1. Agugu",4,0,0,3.92826104164124,7.38626384735107
10399,"1. Agugu",1,0,0,3.9280834197998,7.38697099685669
10400,"1. Agugu",5,0,0,3.9264760017395,7.38484621047974
10401,"1. Agugu",1,0,0,3.92872071266174,7.38696527481079
10402,"1. Agugu",2,1,0.5,3.92630100250244,7.38472080230713
10403,"1. Agugu",2,0,0,3.92816400527954,7.3860559463501
10404,"1. Agugu",4,0,0,3.92816400527954,7.3860559463501
10405,"1. Agugu",2,0,0,3.92819595336914,7.38597917556763
10406,"1. Agugu",3,0,0,3.92840909957886,7.38696479797363
10407,"1. Agugu",5,0,0,3.92840909957886,7.38696479797363
10408,"1. Agugu",2,0,0,3.92871189117432,7.3868989944458
10410,"1. Agugu",1,0,0,3.92867088317871,7.38693475723267
10412,"1. Agugu",1,0,0,3.92706513404846,7.38526916503906
10413,"1. Agugu",2,0,0,3.92880511283875,7.3870701789856
10414,"1. Agugu",1,0,0,3.92850351333618,7.38630199432373
10415,"1. Agugu",2,0,0,3.92721199989319,7.38537454605103
10417,"1. Agugu",2,0,0,3.92840194702148,7.38663101196289
10418,"1. Agugu",3,0,0,3.92694616317749,7.38518381118774
10419,"1. Agugu",2,0,0,3.92932915687561,7.38715839385986
10420,"1. Agugu",3,1,0.333333333333333,3.92890810966492,7.38688993453979
10421,"1. Agugu",2,1,0.5,3.92889094352722,7.38600015640259
10424,"1. Agugu",3,0,0,3.92900490760803,7.38684844970703
10425,"1. Agugu",1,0,0,3.92892408370972,7.38681697845459
10426,"1. Agugu",1,1,1,3.92949819564819,7.38701629638672
10427,"1. Agugu",3,0,0,3.92852759361267,7.38690423965454
10428,"1. Agugu",2,0,0,3.92828178405762,7.38408994674683
10429,"1. Agugu",1,0,0,3.92903900146484,7.38426876068115
10433,"1. Agugu",2,0,0,3.92867708206177,7.38401699066162
10434,"1. Agugu",1,0,0,3.92867708206177,7.38435077667236
10435,"1. Agugu",3,0,0,3.92649078369141,7.38361406326294
10436,"1. Agugu",4,0,0,3.92649078369141,7.38361406326294
10437,"1. Agugu",5,2,0.4,3.92872071266174,7.3839316368103
10438,"1. Agugu",1,0,0,3.9325430393219,7.38592052459717
10439,"1. Agugu",1,0,0,3.92935752868652,7.38426876068115
10440,"1. Agugu",5,1,0.2,3.9291250705719,7.38439321517944
10442,"1. Agugu",3,0,0,3.92939209938049,7.38451814651489
10443,"1. Agugu",2,0,0,3.92953848838806,7.38351392745972
10444,"1. Agugu",4,0,0,3.92922806739807,7.38460493087769
10445,"1. Agugu",2,0,0,3.92967629432678,7.38291215896606
10446,"1. Agugu",3,0,0,3.92744636535645,7.38291501998901
10447,"1. Agugu",1,1,1,3.92924499511719,7.38475322723389
10448,"1. Agugu",5,5,1,3.92680931091309,7.38394832611084
10449,"1. Agugu",3,0,0,3.93109631538391,7.3858585357666
10450,"1. Agugu",5,1,0.2,3.92911410331726,7.38479900360107
10451,"1. Agugu",1,1,1,3.92680931091309,7.38394832611084
10452,"1. Agugu",2,0,0,3.93222451210022,7.38592338562012
10453,"1. Agugu",3,0,0,3.93222451210022,7.38473749160767
10454,"1. Agugu",4,0,0,3.9294490814209,7.38486099243164
10455,"1. Agugu",1,0,0,3.92693853378296,7.38313484191895
10456,"1. Agugu",3,1,0.333333333333333,3.92674350738525,7.38303804397583
10457,"1. Agugu",2,0,0,3.92751002311707,7.38341903686523
10458,"1. Agugu",3,0,0,3.92957806587219,7.38510179519653
10459,"1. Agugu",1,0,0,3.92953300476074,7.38510417938232
10460,"1. Agugu",2,0,0,3.92955088615417,7.38504791259766
10462,"1. Agugu",2,0,0,3.92948794364929,7.3853759765625
10463,"1. Agugu",1,0,0,3.92779493331909,7.38356113433838
10465,"1. Agugu",4,2,0.5,3.92744636535645,7.38427972793579
10467,"1. Agugu",2,0,0,3.92952179908752,7.38556528091431
10468,"1. Agugu",1,0,0,3.92988443374634,7.38460063934326
10469,"1. Agugu",1,0,0,3.93099331855774,7.3851523399353
10475,"1. Agugu",2,0,0,3.92978978157043,7.38517236709595
10476,"1. Agugu",1,0,0,3.92744636535645,7.38394260406494
10477,"1. Agugu",3,0,0,3.9309504032135,7.38424921035767
10478,"1. Agugu",1,0,0,3.92921996116638,7.38404178619385
10480,"1. Agugu",5,1,0.2,3.92948007583618,7.38404989242554
10481,"1. Agugu",2,0,0,3.92772054672241,7.38352394104004
10482,"1. Agugu",1,0,0,3.92680931091309,7.38394832611084
10483,"1. Agugu",5,1,0.2,3.92462515830994,7.38722848892212
10484,"1. Agugu",3,0,0,3.92362427711487,7.38802146911621
10485,"1. Agugu",4,0,0,3.92362427711487,7.38802146911621
10486,"1. Agugu",1,0,0,3.92264795303345,7.38647603988647
10487,"1. Agugu",2,0,0,3.92273592948914,7.38648176193237
10488,"1. Agugu",4,0,0,3.92264795303345,7.38648509979248
10489,"1. Agugu",3,1,0.333333333333333,3.92287826538086,7.38644647598267
10490,"1. Agugu",3,0,0,3.92275404930115,7.3866720199585
10491,"1. Agugu",1,0,0,3.92279195785522,7.38650178909302
10492,"1. Agugu",7,0,0,3.92315363883972,7.38117551803589
10494,"1. Agugu",4,0,0,3.92394280433655,7.38801860809326
10495,"1. Agugu",1,0,0,3.92259979248047,7.37889766693115
10496,"1. Agugu",5,0,0,3.92394280433655,7.38802146911621
10498,"1. Agugu",1,0,0,3.92296695709229,7.38619422912598
10499,"1. Agugu",5,0,0,3.92276501655579,7.38608598709106
10500,"1. Agugu",2,0,0,3.92489838600159,7.3863468170166
10501,"1. Agugu",3,1,0.333333333333333,3.92362427711487,7.38802146911621
10502,"1. Agugu",5,0,0,3.92489838600159,7.3863468170166
10503,"1. Agugu",4,0,0,3.92256093025208,7.37873697280884
10504,"1. Agugu",5,3,0.6,3.92426133155823,7.38801574707031
10505,"1. Agugu",2,0,0,3.92278504371643,7.37965965270996
10506,"1. Agugu",4,0,0,3.92313432693481,7.38109636306763
10507,"1. Agugu",4,0,0,3.92420935630798,7.3855185508728
10508,"1. Agugu",1,0,0,3.92224073410034,7.37741994857788
10509,"1. Agugu",1,0,0,3.92269015312195,7.38590383529663
10510,"1. Agugu",2,0,0,3.92270278930664,7.38584232330322
10511,"1. Agugu",3,0,0,3.92213821411133,7.38526678085327
10512,"1. Agugu",4,2,0.5,3.92223310470581,7.38544797897339
