"sn","bi2","n_tested","n_positive","positivity","lon","lat"
21337,"1. Agugu",1,0,0,3.93373394012451,7.37860488891602
21340,"1. Agugu",1,0,0,3.9333119392395,7.37872219085693
21341,"1. Agugu",3,0,0,3.93334126472473,7.3787202835083
21342,"1. Agugu",2,0,0,3.93222451210022,7.37951898574829
21343,"1. Agugu",2,0,0,3.933180809021,7.3821907043457
21344,"1. Agugu",2,0,0,3.93604731559753,7.37918186187744
21347,"1. Agugu",4,0,0,3.9328351020813,7.37903594970703
21348,"1. Agugu",2,0,0,3.9338173866272,7.37917757034302
21349,"1. Agugu",2,0,0,3.93126893043518,7.37615728378296
21351,"1. Agugu",1,0,0,3.93261790275574,7.37930202484131
21352,"1. Agugu",3,0,0,3.93236565589905,7.37941837310791
21354,"1. Agugu",2,0,0,3.93266034126282,7.38467693328857
21355,"1. Agugu",2,0,0,3.92967629432678,7.37943315505981
21359,"1. Agugu",4,0,0,3.9333119392395,7.37872219085693
21360,"1. Agugu",2,0,0,3.93207502365112,7.3795862197876
21361,"1. Agugu",2,0,0,3.93254327774048,7.37923860549927
21363,"1. Agugu",2,0,0,3.93203377723694,7.3794846534729
21364,"1. Agugu",3,0,0,3.93207502365112,7.3795862197876
21368,"1. Agugu",2,0,0,3.92776489257812,7.38528823852539
21542,"1. Agugu",1,0,0,3.92266869544983,7.38650178909302
21543,"1. Agugu",1,0,0,3.92590022087097,7.38634824752808
21544,"1. Agugu",1,0,0,3.9258873462677,7.386314868927
21546,"1. Agugu",1,0,0,3.92362427711487,7.38768434524536
21549,"1. Agugu",5,0,0,3.92561531066895,7.38619995117188
21554,"1. Agugu",5,0,0,3.93291783332825,7.38360023498535
21559,"1. Agugu",2,0,0,3.9338173866272,7.38321304321289
21561,"1. Agugu",1,0,0,3.93604731559753,7.38184499740601
21562,"1. Agugu",4,4,1,3.93198108673096,7.37383651733398
22804,"1. Agugu",3,1,0.333333333333333,3.93187141418457,7.37415838241577
23500,"1. Agugu",4,1,0.25,3.93367648124695,7.37621402740479
23502,"1. Agugu",3,0,0,3.93031334877014,7.37639713287354
23503,"1. Agugu",1,0,0,3.93416666984558,7.37661743164062
23504,"1. Agugu",4,0,0,3.93404412269592,7.37637376785278
23505,"1. Agugu",2,0,0,3.93719673156738,7.3747386932373
23506,"1. Agugu",3,0,0,3.93117570877075,7.38245964050293
23507,"1. Agugu",2,0,0,3.9382963180542,7.37461137771606
23508,"1. Agugu",1,0,0,3.9383020401001,7.37573480606079
23509,"1. Agugu",1,0,0,3.9373300075531,7.37508487701416
23510,"1. Agugu",1,0,0,3.93766951560974,7.37473487854004
23511,"1. Agugu",5,0,0,3.93031334877014,7.37515449523926
23512,"1. Agugu",3,0,0,3.92052602767944,7.38163757324219
23513,"1. Agugu",5,0,0,3.91958737373352,7.38253402709961
23514,"1. Agugu",2,0,0,3.92100691795349,7.38309192657471
23515,"1. Agugu",3,0,0,3.93253993988037,7.37984991073608
23516,"1. Agugu",1,0,0,3.93276739120483,7.37873935699463
23517,"1. Agugu",4,0,0,3.93276739120483,7.37880992889404
23518,"1. Agugu",3,0,0,3.93295645713806,7.37880229949951
23519,"1. Agugu",1,0,0,3.93286180496216,7.38018751144409
23520,"1. Agugu",2,0,0,3.9325430393219,7.38052749633789
23521,"1. Agugu",3,1,0.333333333333333,3.92408633232117,7.38720655441284
23522,"1. Agugu",4,0,0,3.92438054084778,7.38709163665771
23523,"1. Agugu",3,0,0,3.92433166503906,7.38706684112549
23524,"1. Agugu",1,0,0,3.9244430065155,7.3873348236084
23525,"1. Agugu",1,0,0,3.92437863349915,7.38728094100952
23526,"1. Agugu",3,0,0,3.93253993988037,7.37984991073608
23527,"1. Agugu",2,0,0,3.93328547477722,7.37877225875854
23528,"1. Agugu",4,0,0,3.92426133155823,7.38739156723022
23529,"1. Agugu",3,0,0,3.92876505851746,7.38693809509277
23530,"1. Agugu",4,0,0,3.92947101593018,7.38162422180176
23531,"1. Agugu",1,0,0,3.93031597137451,7.37906312942505
23532,"1. Agugu",3,0,0,3.9293839931488,7.37907648086548
23533,"1. Agugu",3,0,0,3.92896246910095,7.37774848937988
23534,"1. Agugu",5,0,0,3.92521691322327,7.37991762161255
23535,"1. Agugu",1,0,0,3.92426133155823,7.37990093231201
23537,"1. Agugu",4,0,0,3.93413591384888,7.38073968887329
23538,"1. Agugu",1,0,0,3.93315768241882,7.3804235458374
23539,"1. Agugu",2,0,0,3.93024206161499,7.38142013549805
23540,"1. Agugu",4,2,0.5,3.9338173866272,7.38150501251221
23541,"1. Agugu",3,0,0,3.92712783813477,7.37922668457031
23542,"1. Agugu",1,0,0,3.92266869544983,7.38650178909302
23545,"1. Agugu",4,0,0,3.9255998134613,7.3864107131958
23546,"1. Agugu",2,0,0,3.92362427711487,7.38768434524536
23547,"1. Agugu",2,0,0,3.92533135414124,7.3857045173645
23551,"1. Agugu",1,0,0,3.92356872558594,7.37648010253906
23552,"1. Agugu",1,0,0,3.92223167419434,7.37999486923218
23553,"1. Agugu",2,0,0,3.92226576805115,7.38013982772827
23555,"1. Agugu",1,0,0,3.93224191665649,7.38307285308838
23556,"1. Agugu",3,0,0,3.93037629127502,7.38018417358398
23557,"1. Agugu",5,0,0,3.93075180053711,7.38014698028564
23559,"1. Agugu",1,0,0,3.9338173866272,7.38321304321289
23560,"1. Agugu",2,0,0,3.93349885940552,7.38220453262329
23561,"1. Agugu",1,0,0,3.93700313568115,7.37893676757812
23563,"1. Agugu",1,0,0,3.93364930152893,7.37305736541748
23564,"1. Agugu",4,0,0,3.92744636535645,7.38058042526245
23565,"1. Agugu",1,0,0,3.9235622882843,7.37647819519043
23566,"1. Agugu",5,1,0.2,3.92231702804565,7.37827348709106
23567,"1. Agugu",4,2,0.5,3.92582702636719,7.37712097167969
23568,"1. Agugu",4,0,0,3.92262578010559,7.38020277023315
23569,"1. Agugu",5,0,0,3.92298722267151,7.37690353393555
23570,"1. Agugu",1,0,0,3.93135166168213,7.38546085357666
23571,"1. Agugu",3,0,0,3.92394280433655,7.38768148422241
23572,"1. Agugu",1,0,0,3.9246997833252,7.38603687286377
23573,"1. Agugu",1,0,0,3.93433356285095,7.38277149200439
23574,"1. Agugu",2,0,0,3.92043924331665,7.38636350631714
23575,"1. Agugu",3,0,0,3.92412304878235,7.38629341125488
23576,"1. Agugu",2,1,0.5,3.92350220680237,7.38627433776855
23577,"1. Agugu",1,0,0,3.92426133155823,7.38767862319946
23578,"1. Agugu",4,0,0,3.92992162704468,7.38422822952271
23579,"1. Agugu",4,1,0.25,3.92926359176636,7.38470458984375
23580,"1. Agugu",3,0,0,3.92492985725403,7.385338306427
23581,"1. Agugu",5,0,0,3.92358565330505,7.38603734970093
23582,"1. Agugu",3,0,0,3.92397356033325,7.38641023635864
23583,"1. Agugu",3,0,0,3.92492151260376,7.38616943359375
23752,"1. Agugu",4,1,0.25,3.93508076667786,7.38205480575562
23753,"1. Agugu",3,0,0,3.93318009376526,7.38355541229248
23754,"1. Agugu",4,0,0,3.93531322479248,7.38223838806152
23755,"1. Agugu",4,1,0.25,3.93497180938721,7.3823184967041
23756,"1. Agugu",3,0,0,3.93349885940552,7.38220453262329
23757,"1. Agugu",3,0,0,3.92649078369141,7.38058042526245
23758,"1. Agugu",2,0,0,3.92863988876343,7.38392734527588
23759,"1. Agugu",3,0,0,3.92855143547058,7.38396549224854
23760,"1. Agugu",5,0,0,3.92913508415222,7.38461351394653
23761,"1. Agugu",3,1,0.333333333333333,3.92680931091309,7.38493728637695
23762,"1. Agugu",4,1,0.25,3.92426133155823,7.38262224197388
23763,"1. Agugu",1,0,0,3.92915749549866,7.38464498519897
23764,"1. Agugu",1,1,1,3.92426133155823,7.38262224197388
23765,"1. Agugu",4,1,0.25,3.9280834197998,7.38427448272705
23766,"1. Agugu",2,0,0,3.9280834197998,7.38427448272705
23767,"1. Agugu",3,0,0,3.92955541610718,7.38460779190063
23768,"1. Agugu",4,0,0,3.92962765693665,7.38470697402954
23769,"1. Agugu",1,0,0,3.92649078369141,7.38428831100464
23770,"1. Agugu",3,0,0,3.92946481704712,7.38519096374512
23771,"1. Agugu",4,0,0,3.92426133155823,7.38767862319946
23772,"1. Agugu",3,0,0,3.92649078369141,7.38058042526245
23773,"1. Agugu",1,0,0,3.92107629776001,7.37894248962402
23774,"1. Agugu",5,2,0.4,3.92840194702148,7.37710952758789
23775,"1. Agugu",2,1,0.5,3.9219286441803,7.37841844558716
23776,"1. Agugu",2,0,0,3.92221426963806,7.37830924987793
23777,"1. Agugu",2,0,0,3.92043924331665,7.37928533554077
23778,"1. Agugu",3,0,0,3.9219286441803,7.37841844558716
23779,"1. Agugu",4,0,0,3.92221283912659,7.37808418273926
23780,"1. Agugu",1,0,0,3.92107629776001,7.38300657272339
23781,"1. Agugu",5,0,0,3.92130446434021,7.37667751312256
23782,"1. Agugu",4,1,0.25,3.92298722267151,7.37757778167725
23783,"1. Agugu",3,0,0,3.9234836101532,7.38686466217041
23784,"1. Agugu",4,0,0,3.92354464530945,7.38683080673218
23785,"1. Agugu",3,0,0,3.92347836494446,7.38687324523926
23786,"1. Agugu",4,1,0.25,3.92394280433655,7.38655185699463
23787,"1. Agugu",4,0,0,3.92426133155823,7.38767862319946
23788,"1. Agugu",3,0,0,3.92392992973328,7.38536787033081
23789,"1. Agugu",3,0,0,3.92411112785339,7.38738250732422
23790,"1. Agugu",4,3,0.75,3.92483735084534,7.37763452529907
23791,"1. Agugu",5,2,0.4,3.92287302017212,7.37907743453979
23792,"1. Agugu",4,0,0,3.92380023002625,7.37911462783813
23793,"1. Agugu",3,1,0.333333333333333,3.92242622375488,7.37876510620117
23794,"1. Agugu",2,0,0,3.92396664619446,7.38694477081299
23795,"1. Agugu",1,0,0,3.92409825325012,7.38721990585327
23796,"1. Agugu",2,0,0,3.92438340187073,7.38733148574829
23797,"1. Agugu",1,0,0,3.92415833473206,7.38528776168823
23798,"1. Agugu",3,0,0,3.92394280433655,7.38768148422241
23799,"1. Agugu",3,0,0,3.92426133155823,7.38795614242554
23800,"1. Agugu",4,0,0,3.92393255233765,7.38459825515747
23801,"1. Agugu",4,0,0,3.92840194702148,7.38157510757446
23802,"1. Agugu",2,0,0,3.92364907264709,7.38251543045044
23803,"1. Agugu",3,0,0,3.92426133155823,7.38261365890503
23804,"1. Agugu",2,0,0,3.92680931091309,7.38529682159424
23805,"1. Agugu",1,0,0,3.92712783813477,7.38360834121704
23806,"1. Agugu",1,0,0,3.93327808380127,7.37606811523438
23807,"1. Agugu",2,0,0,3.93190598487854,7.38187026977539
23808,"1. Agugu",2,0,0,3.92872071266174,7.38999938964844
23809,"1. Agugu",4,0,0,3.92913413047791,7.38652944564819
23810,"1. Agugu",4,0,0,3.92828178405762,7.38606357574463
23811,"1. Agugu",4,0,0,3.92827320098877,7.38619422912598
23812,"1. Agugu",1,1,1,3.92830204963684,7.38618516921997
23813,"1. Agugu",1,0,0,3.92898607254028,7.37548780441284
23814,"1. Agugu",4,0,0,3.92751812934875,7.38769912719727
23815,"1. Agugu",1,0,0,3.92982292175293,7.38768911361694
23816,"1. Agugu",3,0,0,3.93190598487854,7.37884759902954
23817,"1. Agugu",1,0,0,3.9340398311615,7.37679529190063
23818,"1. Agugu",3,0,0,3.92943549156189,7.38838148117065
23819,"1. Agugu",1,0,0,3.9280834197998,7.38663387298584
23820,"1. Agugu",2,0,0,3.9290018081665,7.38743162155151
23821,"1. Agugu",1,0,0,3.93461990356445,7.37616395950317
23822,"1. Agugu",2,0,0,3.92802858352661,7.38552093505859
23823,"1. Agugu",5,0,0,3.92568898200989,7.37743282318115
23824,"1. Agugu",1,0,0,3.93123340606689,7.38448238372803
23825,"1. Agugu",1,0,0,3.92680931091309,7.38529682159424
23827,"1. Agugu",2,0,0,3.92764616012573,7.38529825210571
23828,"1. Agugu",4,0,0,3.92978811264038,7.38574600219727
23829,"1. Agugu",1,0,0,3.92712783813477,7.38515472412109
23830,"1. Agugu",1,0,0,3.92957210540771,7.38677501678467
23831,"1. Agugu",2,0,0,3.92935752868652,7.37688398361206
23832,"1. Agugu",1,0,0,3.93371200561523,7.37828016281128
23833,"1. Agugu",3,0,0,3.92791700363159,7.38534307479858
23834,"1. Agugu",1,0,0,3.93341588973999,7.37948846817017
23835,"1. Agugu",1,0,0,3.93341588973999,7.37948846817017
24214,"1. Agugu",5,3,0.6,3.9252667427063,7.38618469238281
24215,"1. Agugu",1,0,0,3.92457985877991,7.38535690307617
24216,"1. Agugu",3,0,0,3.92617225646973,7.38395404815674
24217,"1. Agugu",1,0,0,3.92457985877991,7.38565349578857
24218,"1. Agugu",2,0,0,3.92537832260132,7.38512659072876
24219,"1. Agugu",2,1,0.5,3.92362427711487,7.38560152053833
24220,"1. Agugu",1,0,0,3.92457985877991,7.38565349578857
24221,"1. Agugu",2,0,0,3.92348432540894,7.38605165481567
24222,"1. Agugu",1,0,0,3.92394280433655,7.38801860809326
24223,"1. Agugu",5,0,0,3.92139482498169,7.38475179672241
24224,"1. Agugu",3,0,0,3.91948390007019,7.3853440284729
24225,"1. Agugu",3,1,0.333333333333333,3.92108225822449,7.37761449813843
24226,"1. Agugu",4,1,0.25,3.92138838768005,7.38514995574951
24227,"1. Agugu",3,1,0.333333333333333,3.92108225822449,7.37761449813843
24228,"1. Agugu",4,0,0,3.92362427711487,7.38060569763184
24229,"1. Agugu",4,0,0,3.92457985877991,7.38565349578857
24230,"1. Agugu",3,0,0,3.9349799156189,7.37849807739258
24231,"1. Agugu",3,0,0,3.93469977378845,7.38066148757935
24232,"1. Agugu",3,0,0,3.93409109115601,7.38220643997192
24233,"1. Agugu",4,2,0.5,3.92095708847046,7.38033771514893
24234,"1. Agugu",2,0,0,3.92287230491638,7.38411808013916
24235,"1. Agugu",3,0,0,3.92288994789124,7.38411283493042
24236,"1. Agugu",4,0,0,3.9280834197998,7.38124084472656
24237,"1. Agugu",3,2,0.666666666666667,3.92547202110291,7.37680625915527
24238,"1. Agugu",4,0,0,3.92113518714905,7.3765664100647
24239,"1. Agugu",4,2,0.5,3.92680621147156,7.37680578231812
24240,"1. Agugu",3,3,1,3.92547202110291,7.37680625915527
24241,"1. Agugu",4,2,0.5,3.91980242729187,7.37836313247681
24242,"1. Agugu",3,0,0,3.92298722267151,7.3765664100647
24243,"1. Agugu",4,0,0,3.92680621147156,7.37680578231812
24244,"1. Agugu",2,0,0,3.92547202110291,7.37680625915527
24245,"1. Agugu",3,0,0,3.92107629776001,7.37759447097778
24246,"1. Agugu",2,0,0,3.92328190803528,7.3785834312439
24248,"1. Agugu",4,0,0,3.9280834197998,7.38124084472656
24249,"1. Agugu",1,0,0,3.92819571495056,7.3859691619873
24250,"1. Agugu",4,0,0,3.92814993858337,7.38586664199829
24251,"1. Agugu",3,1,0.333333333333333,3.92482566833496,7.37644386291504
24252,"1. Agugu",3,0,0,3.93190598487854,7.38525199890137
24253,"1. Agugu",2,0,0,3.92937707901001,7.38658618927002
24254,"1. Agugu",4,0,0,3.92768406867981,7.38459348678589
24255,"1. Agugu",2,1,0.5,3.9289858341217,7.38645601272583
24256,"1. Agugu",3,0,0,3.9280834197998,7.38225173950195
24257,"1. Agugu",4,0,0,3.92942833900452,7.38570499420166
24258,"1. Agugu",3,0,0,3.93011522293091,7.38698101043701
24259,"1. Agugu",3,0,0,3.9280834197998,7.38225173950195
24260,"1. Agugu",3,0,0,3.92813324928284,7.38525199890137
24261,"1. Agugu",3,0,0,3.92903900146484,7.38864803314209
24262,"1. Agugu",1,0,0,3.93190598487854,7.38628578186035
24263,"1. Agugu",3,2,0.666666666666667,3.92987012863159,7.38473463058472
24264,"1. Agugu",3,0,0,3.92617225646973,7.38262510299683
24265,"1. Agugu",3,0,0,3.92617225646973,7.38262510299683
24266,"1. Agugu",5,0,0,3.9280834197998,7.38225173950195
24267,"1. Agugu",3,0,0,3.92678833007812,7.38403701782227
24268,"1. Agugu",1,0,0,3.92945003509521,7.38387012481689
24269,"1. Agugu",2,0,0,3.9338173866272,7.38152742385864
24270,"1. Agugu",4,0,0,3.93413591384888,7.38455820083618
24271,"1. Agugu",1,0,0,3.93262505531311,7.38406038284302
24272,"1. Agugu",2,0,0,3.93305850028992,7.383948802948
24273,"1. Agugu",2,0,0,3.92935752868652,7.38190364837646
24274,"1. Agugu",3,0,0,3.93509149551392,7.38117933273315
24275,"1. Agugu",3,0,0,3.93923330307007,7.37399578094482
24276,"1. Agugu",4,0,0,3.93815803527832,7.37243509292603
24277,"1. Agugu",4,0,0,3.93812489509583,7.37279510498047
24278,"1. Agugu",3,0,0,3.9383533000946,7.37384271621704
24279,"1. Agugu",4,3,0.75,3.93825507164001,7.37407445907593
24280,"1. Agugu",2,0,0,3.93818688392639,7.37242698669434
24281,"1. Agugu",4,1,0.25,3.93818688392639,7.37242698669434
24282,"1. Agugu",4,1,0.25,3.93851161003113,7.37427377700806
24284,"1. Agugu",3,0,0,3.93900847434998,7.37239265441895
24285,"1. Agugu",3,0,0,3.93835711479187,7.37384271621704
24286,"1. Agugu",3,0,0,3.93818688392639,7.37242698669434
24287,"1. Agugu",3,1,0.333333333333333,3.9280834197998,7.38225173950195
24288,"1. Agugu",4,1,0.25,3.9383533000946,7.37384271621704
24289,"1. Agugu",4,0,0,3.92916822433472,7.38916683197021
24290,"1. Agugu",3,0,0,3.92960500717163,7.38684320449829
24291,"1. Agugu",5,0,0,3.92989659309387,7.38709306716919
24292,"1. Agugu",2,0,0,3.9294650554657,7.38688516616821
24293,"1. Agugu",5,0,0,3.92989659309387,7.38709306716919
24294,"1. Agugu",2,0,0,3.93222451210022,7.38624668121338
24295,"1. Agugu",5,0,0,3.92688179016113,7.38684988021851
24296,"1. Agugu",3,0,0,3.92688179016113,7.38684988021851
24297,"1. Agugu",2,0,0,3.92394280433655,7.38768148422241
24298,"1. Agugu",1,0,0,3.92457985877991,7.38666439056396
24299,"1. Agugu",2,0,0,3.92390894889832,7.3869161605835
24300,"1. Agugu",1,0,0,3.92426133155823,7.38800001144409
24301,"1. Agugu",2,0,0,3.92426133155823,7.38794898986816
24302,"1. Agugu",1,0,0,3.9241259098053,7.38694906234741
24303,"1. Agugu",1,0,0,3.92652201652527,7.38646650314331
24304,"1. Agugu",4,0,0,3.92390894889832,7.38683700561523
24305,"1. Agugu",5,0,0,3.92672395706177,7.38656759262085
24306,"1. Agugu",5,0,0,3.93222451210022,7.38007736206055
24307,"1. Agugu",4,2,0.5,3.93325757980347,7.37964487075806
24308,"1. Agugu",2,0,0,3.93325757980347,7.37964487075806
24309,"1. Agugu",2,0,0,3.93299794197083,7.37980699539185
24310,"1. Agugu",2,0,0,3.93305468559265,7.37993240356445
24311,"1. Agugu",4,0,0,3.93305468559265,7.37993240356445
24312,"1. Agugu",1,0,0,3.93341588973999,7.37948846817017
24313,"1. Agugu",3,0,0,3.93341588973999,7.37948846817017
24314,"1. Agugu",2,0,0,3.93341588973999,7.37948846817017
24315,"1. Agugu",4,0,0,3.93341588973999,7.37948846817017
24316,"1. Agugu",4,1,0.25,3.93341588973999,7.37948846817017
24317,"1. Agugu",4,1,0.25,3.93341588973999,7.37948846817017
24318,"1. Agugu",3,0,0,3.93341588973999,7.37948846817017
24319,"1. Agugu",3,0,0,3.93341588973999,7.37948846817017
24320,"1. Agugu",1,0,0,3.93218994140625,7.37636518478394
24321,"1. Agugu",2,0,0,3.92839431762695,7.38127613067627
24322,"1. Agugu",3,0,0,3.92457985877991,7.38025999069214
24323,"1. Agugu",4,0,0,3.92987823486328,7.37904739379883
24324,"1. Agugu",1,0,0,3.92457985877991,7.38025999069214
24325,"1. Agugu",3,0,0,3.93000483512878,7.37897777557373
24326,"1. Agugu",2,0,0,3.93000483512878,7.37897777557373
24327,"1. Agugu",1,0,0,3.92330503463745,7.38798379898071
24328,"1. Agugu",1,0,0,3.92330718040466,7.38325548171997
24329,"1. Agugu",1,0,0,3.92896294593811,7.37974786758423
24330,"1. Agugu",1,0,0,3.92100691795349,7.38309192657471
24331,"1. Agugu",1,0,0,3.92851853370667,7.38157033920288
24332,"1. Agugu",2,0,0,3.92043924331665,7.38535261154175
24333,"1. Agugu",1,0,0,3.91999244689941,7.38078308105469
24334,"1. Agugu",5,0,0,3.91988492012024,7.3829665184021
24335,"1. Agugu",1,0,0,3.92852830886841,7.38257694244385
24336,"1. Agugu",1,0,0,3.92035794258118,7.38325977325439
24337,"1. Agugu",1,0,0,3.920086145401,7.38299608230591
24338,"1. Agugu",1,0,0,3.92035794258118,7.38325977325439
24339,"1. Agugu",2,1,0.5,3.92035794258118,7.38325977325439
24340,"1. Agugu",1,0,0,3.92852854728699,7.38127040863037
24342,"1. Agugu",1,0,0,3.920086145401,7.38299608230591
24343,"1. Agugu",1,0,0,3.91948461532593,7.38241291046143
24344,"1. Agugu",2,1,0.5,3.92179298400879,7.38285875320435
24345,"1. Agugu",1,0,0,3.92416381835938,7.38198900222778
24346,"1. Agugu",1,0,0,3.92957210540771,7.38677501678467
24347,"1. Agugu",5,0,0,3.93546605110168,7.38094711303711
24348,"1. Agugu",5,0,0,3.93265199661255,7.37999296188354
24349,"1. Agugu",1,0,0,3.93235397338867,7.37842845916748
24350,"1. Agugu",1,0,0,3.92774295806885,7.38554000854492
24351,"1. Agugu",2,0,0,3.93020105361938,7.37889099121094
24352,"1. Agugu",1,0,0,3.93020105361938,7.37889099121094
24353,"1. Agugu",4,0,0,3.93020105361938,7.37889099121094
24354,"1. Agugu",3,1,0.333333333333333,3.9202094078064,7.38290548324585
24355,"1. Agugu",1,1,1,3.91994118690491,7.38272905349731
24356,"1. Agugu",1,0,0,3.91916537284851,7.38502645492554
24357,"1. Agugu",1,0,0,3.92891645431519,7.38127040863037
24358,"1. Agugu",1,0,0,3.91981220245361,7.38272666931152
24359,"1. Agugu",1,0,0,3.91970252990723,7.38309669494629
24360,"1. Agugu",1,0,0,3.92035794258118,7.38325977325439
24361,"1. Agugu",1,0,0,3.93467569351196,7.38062715530396
24362,"1. Agugu",1,0,0,3.9320330619812,7.37948417663574
24364,"1. Agugu",1,0,0,3.93222451210022,7.37951898574829
24365,"1. Agugu",1,0,0,3.9338173866272,7.3788480758667
24366,"1. Agugu",1,0,0,3.93445444107056,7.38185882568359
24367,"1. Agugu",5,0,0,3.92802596092224,7.38552093505859
24368,"1. Agugu",1,0,0,3.93266010284424,7.38467693328857
24369,"1. Agugu",1,0,0,3.92811989784241,7.38581705093384
24370,"1. Agugu",2,0,0,3.93222451210022,7.37951898574829
24371,"1. Agugu",2,0,0,3.93341588973999,7.37948846817017
24372,"1. Agugu",3,0,0,3.92710590362549,7.38480281829834
24373,"1. Agugu",3,0,0,3.92676782608032,7.38402032852173
24374,"1. Agugu",4,0,0,3.92811989784241,7.38581705093384
24375,"1. Agugu",4,0,0,3.93695211410522,7.3747410774231
24376,"1. Agugu",1,0,0,3.92712783813477,7.38360834121704
24377,"1. Agugu",1,0,0,3.92712783813477,7.38360834121704
24378,"1. Agugu",2,0,0,3.93110966682434,7.38400411605835
24379,"1. Agugu",4,0,0,3.92817330360413,7.38400316238403
24380,"1. Agugu",2,0,0,3.92712783813477,7.38360834121704
24381,"1. Agugu",1,0,0,3.92995476722717,7.38360834121704
24550,"1. Agugu",3,0,0,3.92688179016113,7.38684892654419
24551,"1. Agugu",3,0,0,3.92457985877991,7.38565349578857
24552,"1. Agugu",3,0,0,3.92537832260132,7.38801860809326
24553,"1. Agugu",3,0,0,3.92587828636169,7.38623857498169
24554,"1. Agugu",3,1,0.333333333333333,3.92431044578552,7.38571214675903
24555,"1. Agugu",2,0,0,3.92394280433655,7.38768148422241
24556,"1. Agugu",4,0,0,3.92457985877991,7.3850564956665
24557,"1. Agugu",3,0,0,3.92648911476135,7.3856201171875
24558,"1. Agugu",5,0,0,3.92394280433655,7.38734436035156
24559,"1. Agugu",1,0,0,3.9253466129303,7.38561820983887
24560,"1. Agugu",4,0,0,3.92685794830322,7.38111972808838
24561,"1. Agugu",4,0,0,3.92457985877991,7.38600826263428
24562,"1. Agugu",4,0,0,3.92680931091309,7.38361120223999
24563,"1. Agugu",3,0,0,3.92680931091309,7.38024044036865
24564,"1. Agugu",4,0,0,3.92585420608521,7.38593149185181
24565,"1. Agugu",4,0,0,3.92637538909912,7.38546848297119
24566,"1. Agugu",1,0,0,3.92625665664673,7.38552331924438
24567,"1. Agugu",3,1,0.333333333333333,3.92680931091309,7.38459444046021
24568,"1. Agugu",1,0,0,3.92457985877991,7.38565349578857
24569,"1. Agugu",2,0,0,3.92457985877991,7.38228273391724
24570,"1. Agugu",3,0,0,3.92457985877991,7.38552522659302
24571,"1. Agugu",5,0,0,3.926833152771,7.38112449645996
24572,"1. Agugu",3,0,0,3.92580771446228,7.38361120223999
24573,"1. Agugu",3,0,0,3.92457985877991,7.38768720626831
24574,"1. Agugu",2,0,0,3.92489838600159,7.38396501541138
24575,"1. Agugu",1,0,0,3.92457985877991,7.38565349578857
24576,"1. Agugu",2,1,0.5,3.92677044868469,7.38403701782227
24577,"1. Agugu",2,0,0,3.92235040664673,7.38431310653687
24578,"1. Agugu",1,0,0,3.93135166168213,7.38546085357666
24579,"1. Agugu",3,1,0.333333333333333,3.92884683609009,7.38673162460327
24580,"1. Agugu",3,0,0,3.92043924331665,7.38636350631714
24581,"1. Agugu",4,1,0.25,3.92436623573303,7.38435745239258
24582,"1. Agugu",4,0,0,3.92237329483032,7.38511943817139
24583,"1. Agugu",3,0,0,3.92436623573303,7.38435745239258
24584,"1. Agugu",1,0,0,3.92183065414429,7.385910987854
24585,"1. Agugu",3,0,0,3.92043924331665,7.38636350631714
24586,"1. Agugu",3,0,0,3.91916537284851,7.38396835327148
24587,"1. Agugu",2,1,0.5,3.92237329483032,7.38511943817139
24588,"1. Agugu",3,0,0,3.92436623573303,7.38435745239258
24589,"1. Agugu",1,0,0,3.92139482498169,7.3826699256897
24590,"1. Agugu",2,0,0,3.92043924331665,7.38636350631714
24591,"1. Agugu",3,3,1,3.92457890510559,7.3876838684082
24592,"1. Agugu",3,0,0,3.92268991470337,7.3848705291748
24593,"1. Agugu",1,0,0,3.92540049552917,7.38568019866943
24594,"1. Agugu",4,0,0,3.9226291179657,7.3848705291748
24595,"1. Agugu",3,1,0.333333333333333,3.92043924331665,7.38535356521606
24596,"1. Agugu",1,0,0,3.92139482498169,7.38513994216919
24597,"1. Agugu",4,0,0,3.92457985877991,7.38768720626831
24598,"1. Agugu",2,0,0,3.9226291179657,7.38487005233765
24599,"1. Agugu",3,0,0,3.92940664291382,7.38594818115234
24600,"1. Agugu",3,0,0,3.92980337142944,7.38967609405518
24601,"1. Agugu",3,0,0,3.92457985877991,7.38228273391724
24602,"1. Agugu",3,1,0.333333333333333,3.92712783813477,7.38525199890137
24603,"1. Agugu",5,1,0.2,3.92726302146912,7.38435077667236
24604,"1. Agugu",2,1,0.5,3.92726302146912,7.38435077667236
24605,"1. Agugu",3,0,0,3.92806029319763,7.38443326950073
24606,"1. Agugu",2,0,0,3.92952179908752,7.38599872589111
24607,"1. Agugu",4,0,0,3.92943286895752,7.38600540161133
24608,"1. Agugu",3,1,0.333333333333333,3.92457985877991,7.38228273391724
24609,"1. Agugu",5,0,0,3.92680931091309,7.38361120223999
24610,"1. Agugu",4,0,0,3.93572878837585,7.37948846817017
24611,"1. Agugu",2,0,0,3.92830228805542,7.38397264480591
24612,"1. Agugu",2,0,0,3.92457985877991,7.38228273391724
24613,"1. Agugu",4,1,0.25,3.92806029319763,7.38443279266357
24635,"1. Agugu",1,0,0,3.92999458312988,7.38394546508789
24636,"1. Agugu",1,0,0,3.92712783813477,7.38394546508789
24637,"1. Agugu",1,0,0,3.92712783813477,7.38360834121704
24638,"1. Agugu",3,0,0,3.92958927154541,7.3824667930603
