Id,nndist_mean,area_mean,perimeter_mean,compact_mean,angle_mean,shape_mean,classification
1,11.3829121673181,289.48505200384,73.2570110187402,0.677856269803325,97.1146614393377,0.48791941823034,3
2,7.69572887095272,140.545445832317,47.7329539795195,0.775157615383903,204.974478196907,0.614369886155396,4
3,4.73979933057492,33.4185614240157,24.5311141331739,0.697851584108643,292.289446318519,0.504427384715996,8
4,8.22529602000004,102.066328998853,45.23370471136,0.626856367454538,40.403356883876,0.500978641228165,8
5,11.5094752444895,148.076076898232,50.7082103218499,0.723666048644765,309.237256763054,0.539362506824419,3
6,6.61765877524638,70.1380305324681,37.6420150492307,0.622039126463258,30.5441368581628,0.41463715694972,8
7,10.4339009876795,48.7767718583765,32.2120535404831,0.590726010600112,115.286289837934,0.381086024546484,8
8,8.32875330391242,32.354589593496,25.6729797680444,0.61686936416194,136.102544141807,0.489474016846949,8
9,9.20666490992847,164.870484380011,51.3332621029968,0.786239848143554,35.3968931025965,0.632523225306231,2
10,12.236167235419,121.528701299167,44.0942009227838,0.785463064232076,87.9170065551197,0.630534724989406,2
11,10.3376209128012,27.1593745657763,20.8065455105967,0.788369233213769,263.946665282948,0.635346304008858,7
12,11.6797749860294,155.37074996925,52.8923263828518,0.69790094717349,138.397622019137,0.561090791991107,3
13,12.5818042480072,192.600930635538,55.8694809760676,0.775387814585354,298.694156767157,0.615029940685443,4
14,12.6788088687493,235.448855433389,68.91975854028,0.622900892510948,42.4576883001495,0.602033704247027,3
15,12.0425760515037,181.587445403243,59.5614200289291,0.643228970109387,222.457692586044,0.469337537356587,3
16,13.4958178033037,10.0149189893141,12.7531414910847,0.773789707297776,26.9892804767402,0.613352212171536,1
17,11.2898061191249,156.393146453467,50.1932852546085,0.780074959279942,93.6674922413687,0.622076842101678,2
18,5.26803209163033,33.5845294068883,23.2346925836138,0.781763284253676,357.398088128504,0.625283358392302,7
19,8.03684243127339,163.960280582375,51.6783625694468,0.771491290723823,86.4042667619729,0.608835981487832,2
20,8.72045666308128,201.45696008174,56.6826049435615,0.787938894518671,125.924006239273,0.635196262037993,2
21,9.24780942320733,204.904638666779,57.9260923793367,0.767384793741347,117.422660296449,0.602579756803531,2
22,9.77386264621381,25.3801563118688,21.1308339446777,0.714283934545109,252.484407892704,0.527139470525155,8
23,12.008864007899,145.262160407635,48.437330012899,0.778040082925452,286.570429807668,0.619308531082798,4
24,11.1583923560593,14.9764023117908,15.5715965101209,0.776159680422703,9.08386376557047,0.616351651097826,1
25,13.0070175214772,273.678310614192,67.3805029872611,0.757498447579627,324.150937098205,0.587348954285419,3
26,11.0536983431276,142.035058809785,47.7299783144449,0.783471035285427,148.142579632929,0.627703167852597,2
27,12.2781658488011,217.900382266665,59.4343855648427,0.775161691149301,256.602157917128,0.614321715290339,4
28,11.2556268106262,189.099998739662,55.1524013433862,0.781218532134915,201.815909816373,0.623877008472913,4
29,12.7515771596603,202.439269904862,57.6105813609338,0.766478735650245,8.08163045904871,0.600921099738598,2
30,7.56083185725711,138.752805333328,51.7611489126602,0.650794421308747,130.061817672462,0.508682209981184,3
31,13.964144219234,193.056300231515,56.5113813592306,0.759664788072979,123.712842123176,0.590665668195532,3
32,8.47647543627386,125.343511934895,47.025882832837,0.712258774147596,116.235751757605,0.523612309253066,3
